Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Daron Cruickshank,-125.0,-130.0,-110.0,0.018,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 04 2014
Daron Cruickshank,-165.0,-220.0,-220.0,-0.104,UFC: The Ultimate Fighter 20 Finale,Dec 12 2014
Daron Cruickshank,-190.0,-120.0,-120.0,0.1669999999999999,UFC 185: Pettis vs. dos Anjos,Mar 14 2015
Daron Cruickshank,-215.0,-205.0,-200.0,0.018,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25 2015
Daron Cruickshank,170.0,190.0,200.0,0.085,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17 2016
Darrell Horcher,435.0,600.0,650.0,0.262,UFC on FOX 19: Evans vs. Teixeira,Apr 16 2016
Darrell Horcher,-260.0,-450.0,-405.0,0.375,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Darrell Horcher,-135.0,125.0,130.0,-0.165,UFC Fight Night 123: Swanson vs. Ortega,Dec 09 2017
Darrell Horcher,145.0,250.0,280.0,-0.187,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Darrell Montague,200.0,325.0,355.0,-0.093,UFC 166: Velasquez vs. Dos Santos III,Oct 19 2013
Darrell Montague,130.0,180.0,190.0,-0.076,UFC Fight Night 40: Brown vs. Silva,May 10 2014
Darrell Montague,-165.0,-120.0,120.0,-0.203,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12 2015
Darren Elkins,150.0,135.0,135.0,-0.064,UFC on Versus 1: Vera vs. Jones,Mar 21 2010
Darren Elkins,310.0,200.0,200.0,-0.367,UFC On Versus 2,Aug 01 2010
Darren Elkins,250.0,175.0,175.0,-0.273,UFC 131: Carwin vs. Dos Santos,Jun 11 2011
Darren Elkins,120.0,125.0,125.0,0.022,UFC 136: Edgar vs. Maynard 3,Oct 08 2011
Darren Elkins,290.0,230.0,240.0,-0.1639999999999999,UFC 146: Dos Santos vs. Mir,May 26 2012
Darren Elkins,-120.0,-110.0,-110.0,0.04,UFC 154: St-Pierre vs. Condit,Nov 17 2012
Darren Elkins,-230.0,-235.0,-230.0,-0.004,UFC 158: St-Pierre vs. Diaz,Mar 16 2013
Darren Elkins,315.0,455.0,510.0,0.288,UFC on FOX 7: Henderson vs. Melendez,Apr 20 2013
Darren Elkins,135.0,140.0,145.0,0.033,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28 2013
Darren Elkins,-110.0,105.0,110.0,0.0819999999999999,UFC on FOX 10: Henderson vs. Thomson,Jan 25 2014
Darren Elkins,-150.0,-220.0,-210.0,-0.138,UFC 179: Aldo vs. Mendes II,Oct 25 2014
Darren Elkins,-105.0,190.0,210.0,0.349,UFC Fight Night 58: Machida vs. Dollaway,Dec 20 2014
Darren Elkins,-180.0,-160.0,-155.0,0.047,UFC Fight Night 76: Holohan vs. Smolka,Oct 24 2015
Darren Elkins,-110.0,155.0,155.0,0.251,UFC 196: McGregor vs. Diaz,Mar 05 2016
Darren Elkins,-245.0,-260.0,-240.0,-0.006,UFC on FOX 20: Holm vs. Shevchenko,Jul 23 2016
Darren Elkins,250.0,475.0,525.0,0.417,UFC 209: Woodley vs. Thompson 2,Mar 04 2017
Darren Elkins,150.0,175.0,185.0,0.107,UFC on FOX 25: Weidman vs. Gastelum,Jul 22 2017
Darren Elkins,125.0,170.0,175.0,0.176,UFC Fight Night 124: Stephens vs. Choi,Jan 14 2018
Darren Elkins,120.0,180.0,185.0,0.223,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14 2018
Darren Elkins,155.0,150.0,160.0,0.031,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17 2018
Darren Elkins,100.0,-125.0,-105.0,-0.07,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13 2019
Darren Elkins,150.0,-139.0,-120.0,0.23,UFC on ESPN 8: Overeem vs. Harris,May 16 2020
Darren Elkins,-225.0,-333.0,-290.0,-0.09,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 07 2020
Darren Elkins,-150.0,125.0,150.0,0.285,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24 2021
Darren Elkins,135.0,130.0,155.0,-0.047,UFC Fight Night: Lewis vs. Daukaus,Dec 18 2021
Darren Elkins,-150.0,-190.0,-164.0,0.061,UFC Fight Night: Font vs. Vera,Apr 30 2022
Darren Elkins,250.0,350.0,450.0,0.29,UFC Fight Night 214,Dec 03 2022
Darren Elkins,150.0,145.0,168.0,0.027,UFC Fight Night,Oct 14 2023
Darren Stewart,120.0,135.0,135.0,0.064,UFC Fight Night 100: Bader vs. Nogueira,Nov 19 2016
Darren Stewart,-180.0,-210.0,-205.0,-0.051,UFC Fight Night 107: Manuwa vs. Anderson,Mar 18 2017
Darren Stewart,150.0,185.0,190.0,0.132,UFC Fight Night 120: Poirier vs. Pettis,Nov 11 2017
Darren Stewart,190.0,275.0,280.0,0.233,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16 2017
Darren Stewart,180.0,135.0,140.0,-0.176,UFC Fight Night 130: Thompson vs. Till,May 27 2018
Darren Stewart,145.0,150.0,153.0,0.0279999999999999,UFC 228: Woodley vs. Till,Sep 08 2018
Darren Stewart,-110.0,-111.0,100.0,0.046,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Darren Stewart,115.0,150.0,155.0,0.147,UFC 238: Cejudo vs. Moraes,Jun 08 2019
Darren Stewart,-135.0,-105.0,110.0,0.13,UFC on ESPN 6: Reyes vs. Weidman,Oct 18 2019
Darren Stewart,-150.0,-190.0,-175.0,-0.0819999999999999,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 08 2020
Darren Stewart,225.0,230.0,265.0,0.0579999999999999,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19 2020
Darren Stewart,-185.0,-190.0,-158.0,0.03,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13 2021
Darren Stewart,-110.0,120.0,127.0,0.144,UFC 263: Adesanya vs. Vettori 2,Jun 12 2021
Darren Stewart,150.0,155.0,172.0,0.053,UFC on ESPN: Barboza vs. Chikadze,Aug 28 2021
Darren Till,-105.0,110.0,110.0,0.07,UFC Fight Night 67: Alves vs. Condit,May 30 2015
Darren Till,110.0,-145.0,-144.0,0.259,UFC Fight Night 76: Holohan vs. Smolka,Oct 24 2015
Darren Till,-275.0,-275.0,-275.0,0.0,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28 2017
Darren Till,-150.0,-190.0,-185.0,0.2019999999999999,UFC Fight Night 115: Volkov vs. Struve,Sep 02 2017
Darren Till,125.0,127.0,130.0,0.039,UFC Fight Night 118: Cerrone vs. Till,Oct 21 2017
Darren Till,125.0,124.0,130.0,0.044,UFC Fight Night 130: Thompson vs. Till,May 27 2018
Darren Till,140.0,-115.0,-110.0,0.156,UFC 228: Woodley vs. Till,Sep 08 2018
Darren Till,-245.0,-225.0,-223.0,0.042,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16 2019
Darren Till,115.0,165.0,187.0,0.215,UFC 244: Masvidal vs. Diaz,Nov 02 2019
Darren Till,115.0,137.0,150.0,-0.084,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Darren Till,-138.0,-177.0,-145.0,0.081,UFC Fight Night 191,Sep 04 2021
Darren Till,115.0,145.0,180.0,-0.155,UFC 282,Dec 10 2022
Darren Uyenoyama,320.0,348.0,348.0,0.063,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12 2011
Darren Uyenoyama,-380.0,-325.0,-300.0,0.027,UFC on FX 5: Browne vs. Bigfoot,Oct 05 2012
Darren Uyenoyama,335.0,450.0,480.0,0.23,UFC on FOX 7: Henderson vs. Melendez,Apr 20 2013
Darren Uyenoyama,160.0,190.0,210.0,0.133,UFC on FOX 9: Johnson vs. Benavidez,Dec 14 2013
Darrick Minner,285.0,350.0,425.0,0.217,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29 2020
Darrick Minner,170.0,147.0,155.0,0.089,UFC on ESPN 10: Eye vs. Calvillo,Jun 13 2020
Darrick Minner,190.0,250.0,270.0,0.1939999999999999,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19 2020
Darrick Minner,125.0,143.0,168.0,-0.103,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Darrick Minner,130.0,-175.0,-154.0,0.285,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24 2021
Darrick Minner,220.0,143.0,195.0,0.096,UFC 269,Dec 11 2021
Darrick Minner,310.0,310.0,310.0,,UFC Fight Night 211,Jun 04 2022
Darrick Minner,170.0,240.0,330.0,0.304,UFC Fight Night 214ting Championship,Nov 05 2022
Darrill Schoonover,-115.0,-120.0,-120.0,0.065,UFC: The Ultimate Fighter 10 Finale,Dec 05 2009
Darrius Flowers,250.0,190.0,240.0,0.046,UFC,Jul 30 2023
Darrius Flowers,-170.0,115.0,130.0,-0.436,UFC,Feb 11 2024
Darrius Flowers,330.0,333.0,460.0,-0.048,UFC,Jul 13 2024
Dashon Johnson,120.0,140.0,155.0,0.113,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28 2014
Dashon Johnson,135.0,120.0,120.0,-0.068,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13 2014
Dave Herman,-150.0,-143.0,-143.0,0.099,UFC 131: Carwin vs. Dos Santos,Jun 11 2011
Dave Herman,-135.0,-111.0,-111.0,0.084,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15 2012
Dave Herman,120.0,150.0,152.0,0.124,UFC 146: Dos Santos vs. Mir,May 26 2012
Dave Herman,210.0,190.0,190.0,-0.069,UFC 153: Silva vs. Bonnar,Oct 13 2012
Dave Herman,160.0,135.0,150.0,-0.07,UFC 162: Silva vs. Weidman,Jul 06 2013
Dave Kaplan,300.0,260.0,260.0,0.043,UFC: The Ultimate Fighter 8 Finale,Dec 13 2008
Dave Kaplan,100.0,158.0,158.0,-0.1369999999999999,UFC 98: Evans vs Machida,May 23 2009
Davey Grant,185.0,175.0,185.0,-0.018,UFC: The Ultimate Fighter 18 Finale,Nov 30 2013
Davey Grant,-245.0,-185.0,-180.0,-0.066,UFC Fight Night 84: Silva vs. Bisping,Feb 27 2016
Davey Grant,-210.0,-190.0,-185.0,0.011,UFC 204: Bisping vs. Henderson 2,Oct 08 2016
Davey Grant,195.0,235.0,260.0,-0.021,UFC Fight Night 134: Shogun vs. Smith,Jul 22 2018
Davey Grant,170.0,121.0,140.0,-0.174,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 09 2019
Davey Grant,-110.0,-110.0,110.0,0.045,UFC 251: Usman vs. Masvidal,Jul 11 2020
Davey Grant,245.0,230.0,260.0,-0.021,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13 2021
Davey Grant,275.0,175.0,188.0,0.095,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19 2021
Davey Grant,205.0,225.0,245.0,0.087,UFC Fight Night: Vieira vs. Tate,Nov 20 2021
Davey Grant,-275.0,-305.0,-275.0,-0.009,UFC Fight Night 208,May 14 2022
Davey Grant,-155.0,-150.0,-136.0,0.037,UFC Fight Night 221,Mar 11 2023
Davey Grant,100.0,115.0,130.0,0.107,UFC 292,Jul 22 2023
Davi Ramos,160.0,170.0,170.0,0.037,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11 2017
Davi Ramos,-180.0,-400.0,-385.0,-0.24,UFC Fight Night 123: Swanson vs. Ortega,Dec 09 2017
Davi Ramos,145.0,-185.0,-185.0,-0.59,UFC 224: Nunes vs. Pennington,May 12 2018
Davi Ramos,-445.0,-1000.0,-1000.0,-0.113,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10 2018
Davi Ramos,-230.0,-555.0,-500.0,-0.209,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18 2019
Davi Ramos,285.0,300.0,320.0,0.066,UFC 242: Khabib vs. Poirier,Sep 07 2019
Davi Ramos,195.0,180.0,220.0,0.026,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18 2020
David Baron,150.0,155.0,155.0,-0.011,UFC 89: Bisping vs Leben,Oct 18 2008
David Bielkheden,400.0,425.0,425.0,0.0,UFC 82: Pride Of A Champion,Mar 01 2008
David Bielkheden,-145.0,-170.0,-170.0,0.1,UFC 89: Bisping vs Leben,Oct 18 2008
David Bielkheden,220.0,220.0,220.0,0.0,UFC 97: Redemption,Apr 18 2009
David Branch,200.0,210.0,210.0,0.032,UFC 116: Lesnar vs. Carwin,Jul 03 2010
David Branch,130.0,135.0,135.0,-0.013,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15 2010
David Branch,-165.0,-160.0,-160.0,-0.021,UFC: The Ultimate Fighter 12 Finale,Dec 04 2010
David Branch,145.0,140.0,140.0,0.033,UFC On Versus 3: Sanchez vs. Kampmann,Mar 03 2011
David Branch,110.0,150.0,155.0,0.17,UFC 211: Miocic vs. Dos Santos 2,May 13 2017
David Branch,280.0,375.0,400.0,0.221,UFC Fight Night 116: Rockhold vs. Branch,Sep 16 2017
David Branch,145.0,140.0,144.0,-0.012,UFC Fight Night 128: Barboza vs. Lee,Apr 21 2018
David Branch,-300.0,-333.0,-310.0,0.106,UFC 230: Cormier vs. Lewis,Nov 03 2018
David Branch,-120.0,110.0,145.0,-0.109,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30 2019
David Dvorak,115.0,-128.0,-125.0,-0.1989999999999999,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14 2020
David Dvorak,-170.0,-120.0,-111.0,-0.255,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19 2020
David Dvorak,-460.0,-720.0,-450.0,-0.038,UFC Fight Night 188: Font vs. Garbrandt,May 22 2021
David Dvorak,-110.0,-140.0,-120.0,-0.086,UFC Fight Night 207,Mar 26 2022
David Dvorak,140.0,172.0,200.0,0.161,UFC Fight Night 217,Dec 17 2022
David Dvorak,-247.0,-171.0,-171.0,-0.268,UFC 289,Jun 10 2023
David Galera,-160.0,-200.0,-190.0,-0.074,UFC Fight Night 34: Saffiedine vs. Lim,Jan 04 2014
David Heath,220.0,185.0,185.0,0.077,UFC 74: Respect,Aug 25 2007
David Heath,-225.0,-270.0,-270.0,0.136,UFC 81: Breaking Point,Feb 02 2008
David Loiseau,-135.0,-130.0,-130.0,0.016,UFC 97: Redemption,Apr 18 2009
David Loiseau,140.0,205.0,205.0,-0.128,UFC 115: Liddell vs. Franklin,Jun 12 2010
David Michaud,-165.0,-135.0,-125.0,0.092,UFC 173: Barao vs. Dillashaw,May 24 2014
David Michaud,-185.0,-250.0,-230.0,-0.087,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13 2014
David Michaud,260.0,270.0,280.0,0.04,UFC 186: Johnson vs. Horiguchi,Apr 25 2015
David Mitchell,-215.0,-160.0,-160.0,0.098,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15 2010
David Mitchell,310.0,370.0,370.0,-0.0069999999999999,UFC 134: Silva vs. Okami,Aug 27 2011
David Mitchell,175.0,200.0,210.0,0.012,UFC on FOX 6: Johnson vs. Dodson,Jan 26 2013
David Mitchell,315.0,475.0,540.0,0.317,UFC 162: Silva vs. Weidman,Jul 06 2013
David Mitchell,180.0,250.0,280.0,-0.053,UFC Fight Night 29: Maia vs. Shields,Oct 09 2013
David Onama,450.0,310.0,355.0,0.069,UFC Fight Night: Costa vs. Vettori,Oct 23 2021
David Onama,105.0,-200.0,-168.0,0.291,UFC,Feb 19 2022
David Onama,-500.0,-1000.0,-750.0,0.262,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
David Onama,-300.0,-375.0,-340.0,0.067,UFC Fight Night: Vera vs. Cruz,Aug 13 2022
David Onama,,,,,UFC Fight Night 217,Dec 17 2022
David Onama,185.0,175.0,188.0,0.012,UFC Fight Night 228,Jun 24 2023
David Onama,140.0,120.0,145.0,-0.039,UFC,Apr 27 2024
David Teymur,-120.0,-115.0,-110.0,0.027,UFC Fight Night 84: Silva vs. Bisping,Feb 27 2016
David Teymur,-105.0,-140.0,-130.0,-0.122,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 06 2016
David Teymur,170.0,280.0,300.0,-0.1159999999999999,UFC 209: Woodley vs. Thompson 2,Mar 04 2017
David Teymur,-170.0,-130.0,-125.0,0.108,UFC 218: Holloway vs. Aldo 2,Dec 02 2017
David Teymur,-265.0,-300.0,-285.0,0.181,UFC Fight Night 131: Rivera vs. Moraes,Jun 01 2018
David Teymur,105.0,100.0,100.0,-0.025,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 02 2019
David Zawada,300.0,175.0,175.0,0.1639999999999999,UFC Fight Night 134: Shogun vs. Smith,Jul 22 2018
David Zawada,165.0,162.0,180.0,0.026,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24 2018
David Zawada,175.0,220.0,250.0,-0.043,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 09 2019
David Zawada,180.0,195.0,268.0,0.1639999999999999,UFC on ABC 1: Holloway vs. Kattar,Jan 16 2021
David Zawada,165.0,100.0,110.0,0.165,UFC Fight Night 191,Sep 04 2021
Dean Lister,-325.0,-350.0,-350.0,-0.017,UFC 79: Nemesis,Dec 29 2007
Dean Lister,125.0,-130.0,-130.0,-0.272,UFC: The Ultimate Fighter 7 Finale,Jun 21 2008
Dean Lister,290.0,340.0,340.0,0.114,UFC 92: The Ultimate 2008,Dec 27 2008
Deiveson Alcantra Figueiredo,-175.0,-150.0,-145.0,0.062,UFC 212: Aldo vs. Holloway,Jun 03 2017
Deiveson Figueiredo,150.0,123.0,125.0,0.099,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Deiveson Figueiredo,-165.0,107.0,110.0,-0.267,UFC Fight Night 125: Machida vs. Anders,Feb 03 2018
Deiveson Figueiredo,-135.0,-171.0,-170.0,0.213,UFC Fight Night 135: Gaethje vs. Vick,Aug 25 2018
Deiveson Figueiredo,-175.0,-170.0,-160.0,0.025,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23 2019
Deiveson Figueiredo,-105.0,100.0,120.0,0.003,UFC 240: Holloway vs. Edgar,Jul 27 2019
Deiveson Figueiredo,-210.0,-189.0,-175.0,-0.004,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12 2019
Deiveson Figueiredo,135.0,127.0,140.0,0.021,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29 2020
Deiveson Figueiredo,-150.0,-250.0,-220.0,0.212,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18 2020
Deiveson Figueiredo,-210.0,-278.0,-240.0,0.13,UFC 255: Figueiredo vs. Perez,Nov 21 2020
Deiveson Figueiredo,-275.0,-335.0,-320.0,0.075,UFC 256: Figueiredo vs. Moreno,Dec 12 2020
Deiveson Figueiredo,-240.0,-235.0,-195.0,-0.125,UFC 263: Adesanya vs. Vettori 2,Jun 12 2021
Deiveson Figueiredo,155.0,145.0,165.0,-0.004,UFC 270,Jan 22 2022
Deiveson Figueiredo,120.0,100.0,120.0,0.037,UFC,Dec 03 2023
Deiveson Figueiredo,-148.0,-380.0,-335.0,0.409,UFC,Apr 13 2024
Deiveson Figueiredo,-115.0,-150.0,-136.0,0.121,UFC,Aug 03 2024
Demetrious Johnson,145.0,-105.0,-105.0,-0.255,UFC 126: Silva vs. Belfort,Feb 05 2011
Demetrious Johnson,145.0,110.0,110.0,-0.1669999999999999,UFC 130: Rampage vs. Hamill,May 28 2011
Demetrious Johnson,320.0,425.0,425.0,0.2,UFC On Versus 6: Cruz vs. Johnson,Oct 01 2011
Demetrious Johnson,-400.0,-325.0,-325.0,0.044,UFC on FX 2: Alves vs. Kampmann,Mar 02 2012
Demetrious Johnson,-210.0,-120.0,-110.0,0.21,UFC on FX 3: Johnson vs. McCall,Jun 08 2012
Demetrious Johnson,200.0,220.0,225.0,0.071,UFC 152: Jones vs. Belfort,Sep 22 2012
Demetrious Johnson,-230.0,-245.0,-240.0,-0.016,UFC on FOX 6: Johnson vs. Dodson,Jan 26 2013
Demetrious Johnson,-380.0,-450.0,-420.0,0.222,UFC on FOX 8: Johnson vs. Moraga,Jul 27 2013
Demetrious Johnson,-140.0,-145.0,-135.0,0.0,UFC on FOX 9: Johnson vs. Benavidez,Dec 14 2013
Demetrious Johnson,-425.0,-690.0,-610.0,0.336,UFC 174: Johnson vs. Bagautinov,Jun 14 2014
Demetrious Johnson,-1425.0,-1600.0,-1450.0,-0.004,UFC 178: Johnson vs. Cariaso,Sep 27 2014
Demetrious Johnson,-505.0,-980.0,-800.0,0.386,UFC 186: Johnson vs. Horiguchi,Apr 25 2015
Demetrious Johnson,-400.0,-560.0,-560.0,-0.061,UFC 191: Johnson vs. Dodson II,Sep 05 2015
Demetrious Johnson,-405.0,-350.0,-340.0,0.033,UFC 197: Jones vs. Saint Preux,Apr 23 2016
Demetrious Johnson,-900.0,-950.0,-900.0,0.172,UFC: The Ultimate Fighter 24 Finale,Dec 03 2016
Demetrious Johnson,-1050.0,-1100.0,-850.0,0.0069999999999999,UFC on FOX 24: Johnson vs. Reis,Apr 15 2017
Demetrious Johnson,-1350.0,-1000.0,-1000.0,0.024,UFC 216: Ferguson vs. Lee,Oct 07 2017
Demetrious Johnson,-475.0,-500.0,-470.0,-0.004,UFC 227: Dillashaw vs. Garbrandt 2,Aug 04 2018
Demian Maia,-210.0,-185.0,-185.0,-0.0579999999999999,UFC 77: Hostile Territory,Oct 20 2007
Demian Maia,-195.0,-175.0,-175.0,0.037,UFC 83: Serra vs St-Pierre 2,Apr 19 2008
Demian Maia,150.0,-245.0,-245.0,0.53,UFC 87: Seek And Destroy,Aug 09 2008
Demian Maia,-260.0,-255.0,-255.0,0.111,UFC 91: Couture vs Lesnar,Nov 15 2008
Demian Maia,-270.0,-270.0,-270.0,0.061,UFC 95: Sanchez vs Stevenson,Feb 21 2009
Demian Maia,120.0,168.0,168.0,-0.071,UFC 102: Couture vs Nogueira,Aug 29 2009
Demian Maia,-325.0,-275.0,-275.0,0.0,UFC 109: Relentless,Feb 06 2010
Demian Maia,405.0,550.0,550.0,-0.026,UFC 112: Invincible,Apr 10 2010
Demian Maia,-400.0,-210.0,-210.0,-0.31,UFC 118: Edgar vs. Penn 2,Aug 28 2010
Demian Maia,-490.0,-295.0,-295.0,-0.178,UFC: The Ultimate Fighter 12 Finale,Dec 04 2010
Demian Maia,-210.0,140.0,140.0,-0.56,UFC 131: Carwin vs. Dos Santos,Jun 11 2011
Demian Maia,-280.0,-290.0,-290.0,-0.009,UFC 136: Edgar vs. Maynard 3,Oct 08 2011
Demian Maia,135.0,142.0,142.0,0.031,UFC on FOX 2,Jan 28 2012
Demian Maia,-120.0,133.0,150.0,-0.12,UFC 148: Silva vs. Sonnen 2,Jul 07 2012
Demian Maia,-120.0,-125.0,-115.0,0.106,UFC 153: Silva vs. Bonnar,Oct 13 2012
Demian Maia,110.0,160.0,161.0,-0.063,UFC 156: Aldo vs. Edgar,Feb 02 2013
Demian Maia,-245.0,-355.0,-355.0,0.291,UFC Fight Night 29: Maia vs. Shields,Oct 09 2013
Demian Maia,165.0,240.0,260.0,-0.094,UFC 170: Rousey vs. McMann,Feb 22 2014
Demian Maia,-420.0,-460.0,-455.0,0.172,UFC: The Ultimate Fighter Brazil 3 Finale,May 31 2014
Demian Maia,-115.0,-105.0,-105.0,0.037,UFC Fight Night 62: Maia vs. LaFlare,Mar 21 2015
Demian Maia,-190.0,-240.0,-225.0,-0.068,UFC 190: Rousey vs. Correia,Aug 01 2015
Demian Maia,-120.0,105.0,105.0,-0.019,UFC 194: Aldo vs. McGregor,Dec 12 2015
Demian Maia,-380.0,-360.0,-350.0,0.084,UFC 198: Werdum vs. Miocic,May 14 2016
Demian Maia,-130.0,105.0,115.0,-0.079,UFC on FOX 21: Maia vs. Condit,Aug 27 2016
Demian Maia,-175.0,-120.0,-115.0,-0.192,UFC 211: Miocic vs. Dos Santos 2,May 13 2017
Demian Maia,160.0,180.0,200.0,-0.026,UFC 214: Cormier vs. Jones 2,Jul 29 2017
Demian Maia,100.0,-120.0,-112.0,0.126,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Demian Maia,135.0,410.0,415.0,-0.32,UFC Fight Night 129: Maia vs. Usman,May 19 2018
Demian Maia,-155.0,-200.0,-189.0,0.195,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 02 2019
Demian Maia,-195.0,-190.0,-175.0,0.008,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29 2019
Demian Maia,125.0,140.0,140.0,0.002,UFC on ESPN+ 20: Maia vs. Askren,Oct 26 2019
Demian Maia,110.0,120.0,130.0,0.003,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14 2020
Demian Maia,185.0,166.0,200.0,-0.0289999999999999,UFC 263: Adesanya vs. Vettori 2,Jun 12 2021
Denis Kang,-350.0,-260.0,-260.0,-0.125,UFC 93: Franklin vs Henderson,Jan 17 2009
Denis Kang,-325.0,-320.0,-320.0,0.0279999999999999,UFC 97: Redemption,Apr 18 2009
Denis Kang,-155.0,-130.0,-130.0,-0.023,UFC 105: Couture vs Vera,Nov 14 2009
Denis Stojnic,415.0,500.0,500.0,-0.026,UFC Fight Night 17: Lauzon vs Stephens,Feb 07 2009
Denis Stojnic,-135.0,150.0,150.0,-0.2289999999999999,UFC 99: The Comeback,Jun 13 2009
Denis Tiuliulin,240.0,575.0,700.0,-0.215,UFC Fight Night 207,Mar 26 2022
Denis Tiuliulin,150.0,150.0,150.0,,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Denis Tiuliulin,155.0,-104.0,115.0,-0.214,UFC 279,Sep 10 2022
Denis Tiuliulin,185.0,164.0,188.0,-0.0289999999999999,UFC Fight Night: Lewis vs. Spivak,Feb 04 2023
Denis Tiuliulin,280.0,250.0,310.0,0.023,UFC,Aug 20 2023
Denis Tiuliulin,295.0,400.0,460.0,0.259,UFC,Nov 18 2023
Denis Tiuliulin,-125.0,-135.0,-135.0,0.024,UFC,Jun 22 2024
Denis Tiuliulin,220.0,188.0,205.0,-0.077,UFC,Aug 03 2024
Denise Gomes,-150.0,-150.0,-136.0,0.023,UFC,Nov 04 2023
Denise Gomes,120.0,163.0,180.0,-0.086,UFC Fight Night,Jun 08 2024
Dennis Bermudez,260.0,290.0,290.0,0.077,UFC: The Ultimate Fighter 14 Finale,Dec 03 2011
Dennis Bermudez,-190.0,-115.0,-110.0,0.19,UFC on FOX 3: Diaz vs. Miller,May 05 2012
Dennis Bermudez,-490.0,-330.0,-315.0,0.081,UFC 150: Henderson vs. Edgar II,Aug 11 2012
Dennis Bermudez,-350.0,-410.0,-400.0,-0.031,UFC 157: Rousey vs. Carmouche,Feb 23 2013
Dennis Bermudez,-210.0,-325.0,-295.0,0.2739999999999999,UFC 160: Velasquez vs. Silva II,May 25 2013
Dennis Bermudez,-215.0,-200.0,-190.0,0.032,UFC Fight Night 31: Fight For The Troops III,Nov 06 2013
Dennis Bermudez,-175.0,-270.0,-260.0,-0.141,UFC 171: Hendricks vs. Lawler,Mar 15 2014
Dennis Bermudez,-185.0,-175.0,-161.0,0.034,UFC on FOX 12: Lawler vs. Brown,Jul 26 2014
Dennis Bermudez,-185.0,-175.0,-165.0,0.032,UFC 180: Werdum vs. Hunt,Nov 15 2014
Dennis Bermudez,-190.0,-245.0,-240.0,-0.081,UFC 189: Mendes vs. McGregor,Jul 11 2015
Dennis Bermudez,-385.0,-360.0,-355.0,0.015,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21 2016
