Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Phil Davis,-350.0,-360.0,-355.0,0.146,UFC 153: Silva vs. Bonnar,Oct 13 2012
Phil Davis,-300.0,-290.0,-280.0,0.013,UFC 159: Jones vs. Sonnen,Apr 27 2013
Phil Davis,190.0,250.0,295.0,0.223,UFC 163: Aldo vs. Jung,Aug 03 2013
Phil Davis,-190.0,-250.0,-240.0,-0.084,UFC 172: Jones vs. Teixeira,Apr 26 2014
Phil Davis,205.0,190.0,200.0,-0.034,UFC 179: Aldo vs. Mendes II,Oct 25 2014
Phil Davis,-215.0,-200.0,-190.0,0.0289999999999999,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24 2015
Phil Harris,260.0,270.0,270.0,0.027,UFC on FX 5: Browne vs. Bigfoot,Oct 05 2012
Phil Harris,180.0,175.0,185.0,0.072,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16 2013
Phil Harris,280.0,325.0,375.0,0.156,UFC Fight Night 30: Machida vs. Munoz,Oct 26 2013
Phil Harris,135.0,145.0,155.0,0.022,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 08 2014
Phil Harris,100.0,135.0,145.0,0.1669999999999999,UFC Fight Night 46: McGregor vs. Brandao,Jul 19 2014
Phil Hawes,-310.0,-253.0,-240.0,-0.184,UFC 254: Khabib vs. Gaethje,Oct 24 2020
Phil Hawes,-115.0,-131.0,-125.0,0.043,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Phil Hawes,170.0,115.0,132.0,0.107,UFC on ESPN 24: Rodriguez vs. Waterson,May 08 2021
Phil Hawes,-400.0,-400.0,-400.0,,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Phil Hawes,,,,,UFC Fight Night 225,May 06 2023
Phil Hawes,-218.0,105.0,122.0,-0.628,UFC,Jan 13 2024
Phil Hawes.,-375.0,-400.0,-400.0,0.05,UFC Fight Night 202,Feb 05 2022
Phil Rowe,125.0,110.0,117.0,0.023,UFC 258: Usman vs. Burns,Feb 13 2021
Phil Rowe,115.0,-125.0,100.0,0.054,UFC Fight Night 214,Dec 03 2022
Phil Rowe,136.0,130.0,146.0,0.021,UFC,Jun 02 2024
Phil Simms,,,,,UFC Fight Night 225,May 06 2023
Phil de Fries,-135.0,-155.0,-155.0,0.203,UFC 138: Leben vs. Munoz,Nov 05 2011
Phil de Fries,-205.0,-220.0,-210.0,0.052,UFC on FOX 4: Shogun vs. Vera,Aug 04 2012
Philip Rowe,-155.0,-152.0,-125.0,-0.078,UFC Fight Night 202,Feb 05 2022
Philip Rowe,105.0,140.0,155.0,-0.0969999999999999,UFC Fight Night 228,Jun 24 2023
Philip de Fries,300.0,410.0,410.0,-0.052,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15 2012
Philip de Fries,200.0,290.0,315.0,-0.054,UFC 155: Dos Santos vs. Velasquez II,Dec 29 2012
Philip de Fries,250.0,230.0,230.0,0.068,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 06 2013
Philipe Lins,-205.0,-235.0,-225.0,0.055,UFC on ESPN+ 29: Smith vs. Teixeira,May 13 2020
Philipe Lins,-115.0,-139.0,-120.0,-0.05,UFC on ESPN 12: Poirier vs. Hooker,Jun 27 2020
Philipe Lins,-145.0,-150.0,-150.0,-0.0139999999999999,UFC Fight Night: Holloway vs. Rodriguez,Nov 13 2021
Philipe Lins,185.0,200.0,200.0,-0.032,UFC Fight Night: Font vs. Aldo,Dec 04 2021
Philipe Lins,130.0,-105.0,110.0,-0.127,UFC Fight Night: Lemos vs. Andrade,Apr 23 2022
Philipe Lins,-110.0,135.0,145.0,0.208,UFC Vegas 57,Oct 01 2022
Philipe Lins,-130.0,-230.0,-200.0,-0.213,UFC Fight Night 219,Feb 18 2023
Philipe Lins,-105.0,100.0,130.0,0.057,UFC on ESPN: Hermansson vs. Allen,Jun 03 2023
Philipe Lins,110.0,110.0,116.0,0.009,UFC Fight Night,Oct 07 2023
Philipe Lins,110.0,114.0,130.0,0.032,UFC 299,Mar 10 2024
Phillip Hawes,-275.0,-350.0,-350.0,-0.061,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Phillip Hawes,-350.0,-350.0,-280.0,-0.0559999999999999,UFC 268: Usman vs. Covington 2,Nov 06 2021
Phillip Hawes,-240.0,-280.0,-250.0,-0.033,UFC Fight Night: Kattar vs. Emmett,Jun 18 2022
Phillip Hawes,115.0,-188.0,-175.0,0.301,UFC Fight Night 213,Oct 29 2022
Phillip Hawes,210.0,148.0,170.0,-0.1969999999999999,UFC Fight Night 225,May 06 2023
Phillip Rowe,160.0,130.0,150.0,0.036,UFC on ESPN: Hall vs. Strickland,Jul 31 2021
Phillipe Nover,-400.0,-360.0,-360.0,-0.025,UFC: The Ultimate Fighter 8 Finale,Dec 13 2008
Phillipe Nover,-370.0,-425.0,-425.0,0.136,UFC 98: Evans vs Machida,May 23 2009
Phillipe Nover,100.0,-105.0,-105.0,0.054,UFC 109: Relentless,Feb 06 2010
Phillipe Nover,150.0,130.0,135.0,-0.073,UFC Fight Night 66: Edgar vs. Faber,May 16 2015
Phillipe Nover,150.0,295.0,295.0,0.367,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10 2015
Phillipe Nover,280.0,440.0,470.0,-0.073,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24 2016
Phillipe Nover,160.0,155.0,155.0,-0.02,UFC 208: Holm vs. de Randamie,Feb 11 2017
Pingyuan Liu,-140.0,-113.0,105.0,-0.074,UFC Fight Night 134: Shogun vs. Smith,Jul 22 2018
Pingyuan Liu,-285.0,-200.0,-170.0,-0.187,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24 2018
Piotr Hallmann,180.0,250.0,280.0,-0.053,UFC Fight Night 28: Teixeira vs. Bader,Sep 04 2013
Piotr Hallmann,130.0,130.0,150.0,0.023,UFC Fight Night 30: Machida vs. Munoz,Oct 26 2013
Piotr Hallmann,-175.0,-165.0,-155.0,0.033,UFC Fight Night 42: Henderson vs. Khabilov,Jun 07 2014
Piotr Hallmann,150.0,210.0,215.0,0.201,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13 2014
Piotr Hallmann,-140.0,100.0,105.0,-0.103,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20 2015
Piotr Hallmann,235.0,240.0,240.0,0.0289999999999999,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 07 2015
Polo Reyes,160.0,160.0,165.0,0.036,UFC Fight Night 78: Magny vs. Gastelum,Nov 21 2015
Polyana Viana,-105.0,-105.0,-105.0,,UFC Fight Night 224,Apr 29 2023
Preston Parsons,175.0,235.0,300.0,0.257,UFC on ESPN: Makhachev vs. Moises,Jul 17 2021
Preston Parsons,,,,,UFC Fight Night 207,Mar 26 2022
Preston Parsons,-110.0,-172.0,-146.0,-0.16,UFC Fight Night: Lemos vs. Andrade,Apr 23 2022
Preston Parsons,-110.0,-130.0,-110.0,-0.037,UFC Fight Night 222,Mar 25 2023
Preston Parsons,108.0,-120.0,100.0,0.081,UFC,Jan 13 2024
Preston Parsons,-120.0,-186.0,-159.0,-0.159,UFC,Jul 27 2024
Puna Soriano,-220.0,-130.0,-110.0,-0.4529999999999999,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24 2021
Punahele Soriano,-145.0,-133.0,-111.0,0.068,UFC 245: Usman vs. Covington,Dec 14 2019
Punahele Soriano,130.0,130.0,150.0,0.057,UFC on ABC 1: Holloway vs. Kattar,Jan 16 2021
Punahele Soriano,-170.0,-200.0,-175.0,-0.042,UFC Vegas 47,Feb 06 2022
Punahele Soriano,,,,,UFC Fight Night 217,Dec 17 2022
Punahele Soriano,-180.0,-162.0,-137.0,-0.138,UFC Fight Night 218,Jan 14 2023
Punahele Soriano,-225.0,-225.0,-225.0,,UFC Fight Night 228,Jun 24 2023
Punahele Soriano,-275.0,-375.0,-260.0,-0.06,UFC,Dec 03 2023
Punahele Soriano,110.0,160.0,175.0,0.216,UFC,Jun 09 2024
Qileng Aori,125.0,130.0,145.0,-0.054,UFC Fight Night: Vieira vs. Tate,Nov 20 2021
Qileng Aori,,,,,UFC Fight Night 207,Mar 26 2022
Qileng Aori,-225.0,-250.0,-220.0,-0.0069999999999999,UFC Fight Night: Lemos vs. Andrade,Apr 23 2022
Qileng Aori,-185.0,-139.0,-135.0,-0.174,UFC 278: Usman vs. Edwards 2,Aug 20 2022
Qileng Aori,163.0,210.0,230.0,-0.0969999999999999,UFC,Feb 10 2024
Quang Le,270.0,450.0,500.0,-0.111,UFC,Aug 11 2024
Quinn Mulhern,240.0,320.0,330.0,0.2,UFC 158: St-Pierre vs. Diaz,Mar 16 2013
Quinn Mulhern,150.0,145.0,155.0,0.0,UFC Fight Night 34: Saffiedine vs. Lim,Jan 04 2014
Quinton Jackson,-150.0,100.0,100.0,-0.2,UFC 75: Champion vs Champion,Sep 08 2007
Quinton Jackson,-270.0,-265.0,-265.0,0.1009999999999999,UFC 86: Jackson vs Griffin,Jul 05 2008
Quinton Jackson,-105.0,115.0,115.0,0.092,UFC 92: The Ultimate 2008,Dec 27 2008
Quinton Jackson,-270.0,-340.0,-340.0,0.184,UFC 96: Jackson vs Jardine,Mar 07 2009
Quinton Jackson,-150.0,-109.0,-109.0,-0.105,UFC 114: Jackson vs. Evans,May 29 2010
Quinton Jackson,200.0,215.0,215.0,0.048,UFC 123: Rampage vs. Machida,Nov 20 2010
Quinton Jackson,-260.0,-305.0,-305.0,0.2,UFC 130: Rampage vs. Hamill,May 28 2011
Quinton Jackson,280.0,435.0,435.0,0.29,UFC 135: Jones vs. Rampage,Sep 24 2011
Quinton Jackson,-250.0,-145.0,-145.0,-0.2339999999999999,UFC 144: Edgar vs. Henderson,Feb 25 2012
Quinton Jackson,180.0,200.0,215.0,0.025,UFC on FOX 6: Johnson vs. Dodson,Jan 26 2013
Quinton Jackson,-315.0,-170.0,-170.0,-0.351,UFC 186: Johnson vs. Horiguchi,Apr 25 2015
Rafa Garcia,265.0,350.0,900.0,0.363,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13 2021
Rafa Garcia,-175.0,-357.0,-290.0,0.29,UFC on ESPN: Hall vs. Strickland,Jul 31 2021
Rafa Garcia,130.0,-120.0,-110.0,0.138,UFC Fight Night: Vieira vs. Tate,Nov 20 2021
Rafa Garcia,-160.0,100.0,140.0,-0.396,UFC Fight Night: UFC Fight Night 206,Apr 16 2022
Rafa Garcia,160.0,165.0,187.0,0.044,UFC 277: Pena vs. Nunes 2,Jul 30 2022
Rafa Garcia,-110.0,-165.0,-138.0,-0.148,UFC Fight Night 217,Dec 17 2022
Rafa Garcia,-160.0,-340.0,-275.0,0.273,UFC Fight Night: Holloway vs. Allen,Apr 15 2023
Rafael Alves,375.0,385.0,460.0,0.083,UFC Fight Night 188: Font vs. Garbrandt,May 22 2021
Rafael Alves,,,,,UFC Fight Night 191,Sep 04 2021
Rafael Alves,185.0,185.0,244.0,0.0559999999999999,UFC Fight Night: Holloway vs. Rodriguez,Nov 13 2021
Rafael Alves,250.0,140.0,190.0,-0.411,UFC 277: Pena vs. Nunes 2,Jul 30 2022
Rafael Alves,180.0,150.0,170.0,-0.089,UFC Fight Night 220,Feb 25 2023
Rafael Cavalcante,-150.0,-215.0,-210.0,-0.134,UFC on FUEL TV 10: Nogueira vs. Werdum 2,Jun 08 2013
Rafael Cavalcante,-260.0,-335.0,-320.0,-0.061,UFC Fight Night 32: Belfort vs. Henderson,Nov 09 2013
Rafael Cavalcante,125.0,142.0,155.0,0.096,UFC 174: Johnson vs. Bagautinov,Jun 14 2014
Rafael Cavalcante,115.0,160.0,165.0,-0.074,UFC 190: Rousey vs. Correia,Aug 01 2015
Rafael Cavalcante,260.0,330.0,335.0,0.1689999999999999,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Rafael Dos Anjos,115.0,120.0,120.0,0.0139999999999999,UFC 91: Couture vs Lesnar,Nov 15 2008
Rafael Dos Anjos,250.0,365.0,365.0,-0.074,UFC Fight Night 18: Condit vs Kampmann,Apr 01 2009
Rafael Dos Anjos,-115.0,-130.0,-130.0,0.11,UFC 103: Franklin vs Belfort,Sep 19 2009
Rafael Dos Anjos,-360.0,-425.0,-425.0,-0.034,UFC Fight Night 20: Maynard vs Diaz,Jan 11 2010
Rafael Dos Anjos,145.0,125.0,125.0,0.115,UFC 112: Invincible,Apr 10 2010
Rafael Dos Anjos,-120.0,-126.0,-126.0,0.151,UFC 117: Silva vs. Sonnen,Aug 07 2010
Rafael Dos Anjos,175.0,195.0,195.0,0.0139999999999999,UFC 132: Cruz vs. Faber,Jul 02 2011
Rafael Dos Anjos,150.0,145.0,145.0,-0.02,UFC 139: Shogun vs. Henderson,Nov 19 2011
Rafael Dos Anjos,-260.0,-365.0,-315.0,0.244,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15 2012
Rafael Dos Anjos,-170.0,-210.0,-190.0,0.1369999999999999,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11 2012
Rafael Dos Anjos,-140.0,-210.0,-200.0,0.293,UFC 154: St-Pierre vs. Condit,Nov 17 2012
Rafael Dos Anjos,-180.0,-210.0,-210.0,0.158,UFC on FX 8: Belfort vs. Rockhold,May 18 2013
Rafael Dos Anjos,-120.0,-115.0,-110.0,0.048,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28 2013
Rafael Dos Anjos,135.0,260.0,275.0,-0.186,UFC on FOX 11: Werdum vs. Browne,Apr 19 2014
Rafael Dos Anjos,-215.0,-280.0,-260.0,0.216,UFC Fight Night 42: Henderson vs. Khabilov,Jun 07 2014
Rafael Dos Anjos,220.0,410.0,440.0,-0.118,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23 2014
Rafael Dos Anjos,-190.0,-275.0,-275.0,0.271,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13 2014
Rafael Dos Anjos,250.0,400.0,405.0,-0.066,UFC 185: Pettis vs. dos Anjos,Mar 14 2015
Rafael Dos Anjos,-285.0,-174.0,-170.0,-0.22,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19 2015
Rafael Dos Anjos,-300.0,-300.0,-290.0,0.023,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 07 2016
Rafael Dos Anjos,-120.0,-140.0,-138.0,0.163,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 05 2016
Rafael Dos Anjos,-195.0,-205.0,-200.0,0.066,UFC Fight Night 111: Holm vs. Correia,Jun 17 2017
Rafael Dos Anjos,-180.0,-205.0,-190.0,-0.034,UFC 215: Nunes vs. Shevchenko 2,Sep 09 2017
Rafael Dos Anjos,120.0,-128.0,-125.0,0.215,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16 2017
Rafael Dos Anjos,-190.0,115.0,122.0,-0.4539999999999999,UFC 225: Whittaker vs. Romero 2,Jun 09 2018
Rafael Dos Anjos,165.0,250.0,270.0,-0.121,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Rafael Dos Anjos,-105.0,120.0,135.0,-0.042,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18 2019
Rafael Dos Anjos,-135.0,-110.0,104.0,-0.065,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
Rafael Dos Anjos,-215.0,-225.0,-200.0,0.047,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25 2020
Rafael Dos Anjos,-160.0,-222.0,-210.0,0.143,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14 2020
Rafael Dos Anjos,375.0,360.0,360.0,0.0,UFC 267: Brachowicz vs. Teixeira,Oct 30 2021
Rafael Dos Anjos,108.0,200.0,210.0,-0.271,UFC,Feb 19 2022
Rafael Dos Anjos,-200.0,-200.0,-175.0,-0.063,UFC Fight Night 204,Mar 05 2022
Rafael Dos Anjos,170.0,163.0,184.0,-0.019,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Rafael Dos Anjos,-325.0,-500.0,-390.0,0.1689999999999999,UFC Fight Night 214,Dec 03 2022
Rafael Dos Anjos,,,,,UFC Fight Night 226,May 20 2023
Rafael Dos Anjos,-150.0,-130.0,-110.0,0.081,UFC Fight Night 226,Aug 12 2023
Rafael Dos Anjos,160.0,350.0,375.0,-0.259,UFC 299,Mar 10 2024
Rafael Estevam,-275.0,-275.0,-275.0,,UFC Fight Night 223,Apr 22 2023
Rafael Estevam,110.0,-158.0,-140.0,-0.257,UFC,Nov 18 2023
Rafael Fiziev,140.0,-152.0,-132.0,0.29,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20 2019
Rafael Fiziev,-185.0,-190.0,-180.0,0.061,UFC on ESPN+ 20: Maia vs. Askren,Oct 26 2019
Rafael Fiziev,195.0,165.0,180.0,0.039,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18 2020
Rafael Fiziev,-115.0,-143.0,-125.0,-0.077,UFC 256: Figueiredo vs. Moreno,Dec 12 2020
Rafael Fiziev,-145.0,-315.0,-260.0,0.32,UFC 265: Lewis vs. Gane,Aug 07 2021
Rafael Fiziev,110.0,-142.0,-120.0,0.141,UFC Fight Night: Font vs. Aldo,Dec 04 2021
Rafael Fiziev,-130.0,-275.0,-240.0,-0.271,UFC,Feb 19 2022
Rafael Fiziev,-200.0,-225.0,-200.0,-0.019,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Rafael Fiziev,-275.0,-262.0,-225.0,-0.128,UFC 286,Mar 18 2023
Rafael Fiziev,-174.0,-155.0,-130.0,-0.078,UFC on ESPN 53,Sep 23 2023
Rafael Natal,-185.0,-195.0,-195.0,0.049,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15 2010
Rafael Natal,-155.0,-160.0,-160.0,-0.012,UFC 124: St-Pierre vs. Koscheck II,Dec 11 2010
Rafael Natal,-125.0,130.0,130.0,0.217,UFC 133: Evans vs. Ortiz 2,Aug 06 2011
Rafael Natal,-240.0,-152.0,-152.0,0.145,UFC 143: Condit vs. Diaz,Feb 04 2012
Rafael Natal,130.0,130.0,130.0,0.0,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11 2012
Rafael Natal,-265.0,-250.0,-235.0,0.089,UFC on FOX 6: Johnson vs. Dodson,Jan 26 2013
Rafael Natal,-350.0,-320.0,-300.0,0.0279999999999999,UFC on FX 8: Belfort vs. Rockhold,May 18 2013
Rafael Natal,-210.0,-270.0,-250.0,0.188,UFC Fight Night 28: Teixeira vs. Bader,Sep 04 2013
Rafael Natal,230.0,300.0,340.0,0.214,UFC Fight Night 31: Fight For The Troops III,Nov 06 2013
Rafael Natal,-150.0,-170.0,-155.0,-0.033,UFC Fight Night 40: Brown vs. Silva,May 10 2014
Rafael Natal,-230.0,-185.0,-184.0,-0.019,UFC Fight Night 50: Souza vs. Mousasi,Sep 05 2014
Rafael Natal,-155.0,-135.0,-130.0,0.061,UFC 183: Silva vs. Diaz,Jan 31 2015
Rafael Natal,160.0,330.0,335.0,0.4,UFC 187: Johnson vs. Cormier,May 23 2015
Rafael Natal,-170.0,-180.0,-175.0,-0.017,UFC on FOX 18: Johnson vs. Bader,Jan 30 2016
Rafael Natal,250.0,260.0,265.0,0.036,UFC 197: Jones vs. Saint Preux,Apr 23 2016
Rafael Natal,-200.0,-145.0,-145.0,0.1119999999999999,UFC 205: Alvarez vs. McGregor,Nov 12 2016
Rafael Natal,-110.0,-105.0,-105.0,0.019,UFC on FOX 25: Weidman vs. Gastelum,Jul 22 2017
Rafaello Oliveira,-300.0,-280.0,-280.0,0.0,UFC 103: Franklin vs Belfort,Sep 19 2009
Rafaello Oliveira,-165.0,-190.0,-190.0,-0.052,UFC 108: Evans vs Silva,Jan 02 2010
Rafaello Oliveira,135.0,165.0,165.0,0.113,UFC Fight Night 21: Florian vs. Gomi,Mar 31 2010
Rafaello Oliveira,255.0,380.0,380.0,0.26,UFC 130: Rampage vs. Hamill,May 28 2011
Rafaello Oliveira,145.0,145.0,145.0,0.0,UFC On Versus 6: Cruz vs. Johnson,Oct 01 2011
Rafaello Oliveira,-135.0,165.0,170.0,0.35,UFC 148: Silva vs. Sonnen 2,Jul 07 2012
Rafaello Oliveira,355.0,440.0,500.0,0.2019999999999999,UFC 162: Silva vs. Weidman,Jul 06 2013
Rafaello Oliveira,280.0,360.0,423.0,0.228,UFC 170: Rousey vs. McMann,Feb 22 2014
Ramazan Emeev,100.0,-155.0,-150.0,0.264,UFC Fight Night 118: Cerrone vs. Till,Oct 21 2017
Ramazan Emeev,-210.0,-181.0,-170.0,-0.0279999999999999,UFC 224: Nunes vs. Pennington,May 12 2018
Ramazan Emeev,-475.0,-750.0,-680.0,-0.062,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15 2018
Ramazan Emeev,-135.0,-139.0,-130.0,0.0,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 09 2019
Ramazan Emeev,-245.0,-420.0,-385.0,0.342,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Ramazan Emeev,-210.0,-318.0,-278.0,0.1639999999999999,UFC on ABC 1: Holloway vs. Kattar,Jan 16 2021
Ramazan Emeev,-300.0,-350.0,-280.0,0.003,UFC Fight Night: Ladd vs. Dumont,Oct 16 2021
Ramazan Emeev,-150.0,145.0,162.0,-0.487,UFC 275: Teixeira vs. Prochazka,Jun 12 2022
Rameau Sokoudjou,120.0,-120.0,-120.0,0.1669999999999999,UFC 79: Nemesis,Dec 29 2007
Rameau Sokoudjou,-240.0,-240.0,-240.0,0.0,UFC 84: Ill Will,May 24 2008
Rameau Sokoudjou,-115.0,-120.0,-120.0,0.024,UFC 89: Bisping vs Leben,Oct 18 2008
Ramiro Hernandez,185.0,-120.0,100.0,-0.493,UFC Fight Night 28: Teixeira vs. Bader,Sep 04 2013
Ramiro Hernandez,200.0,285.0,290.0,0.2269999999999999,UFC on FOX 10: Henderson vs. Thomson,Jan 25 2014
Ramiz Brahimaj,160.0,118.0,125.0,0.105,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 07 2020
Ramiz Brahimaj,-110.0,-220.0,-159.0,0.233,UFC on ESPN: Cannonier vs. Gastelum,Aug 21 2021
Ramiz Brahimaj,-400.0,-425.0,-345.0,-0.072,UFC Fight Night 203,Feb 26 2022
Ramiz Brahimaj,205.0,102.0,125.0,0.196,Road to UFC,May 19 2024
Ramon Taveras,185.0,185.0,185.0,,UFC,Jul 27 2024
Ramsey Nijem,-140.0,-105.0,-105.0,-0.123,UFC: The Ultimate Fighter 13 Finale,Jun 04 2011
Ramsey Nijem,-225.0,-195.0,-195.0,0.045,UFC 137: Penn vs. Diaz,Oct 29 2011
Ramsey Nijem,-195.0,-150.0,-150.0,-0.083,UFC on FX 4: Guida vs. Maynard,Jun 22 2012
Ramsey Nijem,-175.0,-230.0,-230.0,0.203,UFC on FOX 5: Henderson vs. Diaz,Dec 08 2012
Ramsey Nijem,170.0,190.0,190.0,0.069,UFC on FOX 7: Henderson vs. Melendez,Apr 20 2013
Ramsey Nijem,-210.0,-200.0,-190.0,0.024,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17 2013
Ramsey Nijem,-170.0,-165.0,-155.0,0.042,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15 2014
Ramsey Nijem,160.0,230.0,235.0,0.2189999999999999,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11 2014
Ramsey Nijem,200.0,160.0,170.0,0.119,UFC 177: Dillashaw vs. Soto,Aug 30 2014
Ramsey Nijem,-180.0,-160.0,-155.0,-0.008,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25 2015
Randa Markos,-110.0,132.0,135.0,-0.073,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23 2019
Randy Brown,-230.0,-145.0,-140.0,0.156,UFC on FOX 18: Johnson vs. Bader,Jan 30 2016
Randy Brown,120.0,125.0,132.0,0.039,UFC on FOX 19: Evans vs. Teixeira,Apr 16 2016
Randy Brown,-350.0,-550.0,-525.0,-0.084,UFC Fight Night 94: Johnson vs. Poirier,Sep 17 2016
Randy Brown,-175.0,-150.0,-145.0,-0.031,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 09 2016
Randy Brown,-135.0,-148.0,-145.0,-0.036,UFC 208: Holm vs. de Randamie,Feb 11 2017
Randy Brown,-170.0,102.0,105.0,-0.273,UFC 217: Bisping vs. St-Pierre,Nov 04 2017
Randy Brown,105.0,-130.0,-127.0,0.192,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14 2018
Randy Brown,145.0,195.0,205.0,0.183,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22 2019
Randy Brown,140.0,110.0,115.0,0.106,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16 2019
Randy Brown,185.0,160.0,175.0,-0.063,UFC on ESPN+ 31: Brunson vs. Shahbazyan,Aug 01 2020
Randy Brown,-145.0,-150.0,-125.0,-0.061,UFC 261: Usman vs. Masvidal 2,Apr 24 2021
Randy Brown,-200.0,-330.0,-250.0,-0.104,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Randy Brown,-125.0,-115.0,112.0,0.07,UFC 274: Oliveira vs. Gaethje,May 07 2022
Randy Brown,-230.0,-350.0,-325.0,0.187,UFC Vegas 57,Oct 01 2022
Randy Brown,285.0,250.0,270.0,-0.061,UFC 284: Makhachev vs. Volkanovski,Feb 12 2023
Randy Brown,-250.0,-275.0,-240.0,0.08,UFC Fight Night 228,Jun 24 2023
Randy Brown,-270.0,-280.0,-265.0,-0.005,UFC Fight Night,Feb 04 2024
Randy Brown,-163.0,-195.0,-176.0,0.134,UFC,Jun 02 2024
Randy Costa,-135.0,150.0,170.0,0.336,UFC 236: Holloway vs. Poirier 2,Apr 13 2019
Randy Costa,125.0,125.0,139.0,0.026,UFC on ESPN 6: Reyes vs. Weidman,Oct 18 2019
Randy Costa,-180.0,105.0,110.0,0.249,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19 2020
Randy Costa,145.0,175.0,215.0,0.155,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24 2021
Randy Costa,-110.0,-210.0,-175.0,-0.268,UFC 269,Dec 11 2021
Randy Costa,-260.0,-333.0,-280.0,-0.045,UFC Vegas 57,Oct 01 2022
Randy Couture,-105.0,135.0,135.0,-0.065,UFC 74: Respect,Aug 25 2007
Randy Couture,-120.0,125.0,125.0,-0.13,UFC 91: Couture vs Lesnar,Nov 15 2008
Randy Couture,120.0,-175.0,-175.0,0.387,UFC 102: Couture vs Nogueira,Aug 29 2009
Randy Couture,-165.0,145.0,145.0,-0.428,UFC 105: Couture vs Vera,Nov 14 2009
Randy Couture,-400.0,-325.0,-325.0,0.044,UFC 109: Relentless,Feb 06 2010
Randy Couture,-490.0,-600.0,-600.0,-0.032,UFC 118: Edgar vs. Penn 2,Aug 28 2010
Randy Couture,250.0,318.0,318.0,0.163,UFC 129: St-Pierre vs. Shields,Apr 30 2011
Rani Yahya,270.0,290.0,290.0,-0.013,UFC Fight Night 23: Fight For The Troops II,Jan 22 2011
Rani Yahya,430.0,460.0,460.0,0.054,UFC 133: Evans vs. Ortiz 2,Aug 06 2011
Rani Yahya,150.0,185.0,195.0,-0.081,UFC on FOX 4: Shogun vs. Vera,Aug 04 2012
Rani Yahya,-130.0,135.0,140.0,0.257,UFC on Fuel TV 8: Silva vs. Stann,Mar 02 2013
Rani Yahya,-705.0,-1000.0,-1000.0,0.371,UFC 163: Aldo vs. Jung,Aug 03 2013
Rani Yahya,-170.0,-110.0,-105.0,0.175,UFC: The Ultimate Fighter 18 Finale,Nov 30 2013
