name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Belal Muhammad,"5' 11""","72""",Orthodox,09-Jul-88,http://ufcstats.com/fighter-details/b1b0729d27936f2f,4.55,43,3.64,57,1.98,35,93,0.2,0
Kron Gracie,"5' 9""","70""",Southpaw,11-Jul-88,http://ufcstats.com/fighter-details/242d36d241b43c12,3.74,44,6.82,53,0.47,25,0,0.5,0
Braxton Smith,"5' 11""","72""",Orthodox,01-Jan-90,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,6.46,48,11.54,32,0,0,100,0,0
Joseph Holmes,"6' 4""","80""",Orthodox,04-Jul-95,http://ufcstats.com/fighter-details/8d20d76af3f213ce,2.88,53,3.08,54,1.49,40,50,0.8,0
Journey Newson,"5' 5""","67""",Orthodox,07-Mar-89,http://ufcstats.com/fighter-details/78f485f851891d68,2.64,32,2.57,64,0.56,16,43,0.3,0
Hailey Cowan,"5' 8""","67""",Southpaw,12-Feb-92,http://ufcstats.com/fighter-details/3c26c420584d912d,2.97,42,3.17,34,1.5,33,80,0,0
Brogan Walker,"5' 4""","67""",Switch,02-Aug-88,http://ufcstats.com/fighter-details/4333a8e70a672eb7,2.04,30,3.7,47,0,0,11,0,0
Montel Jackson,"5' 10""","75""",Southpaw,24-Apr-92,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,3.36,53,1.41,64,3.42,71,69,0.3,0
Brady Hiestand,"5' 8""","71""",Orthodox,30-Apr-99,http://ufcstats.com/fighter-details/7af33fc4435017f1,2.93,52,3.65,53,4.06,46,42,0.3,0
Batgerel Danaa,"5' 7""","70""",Orthodox,04-Jul-89,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,5.38,36,4.21,47,0.52,50,62,0,0
Azamat Murzakanov,"5' 10""","71""",Southpaw,12-Apr-89,http://ufcstats.com/fighter-details/e90a2f22417af68e,4.57,57,3.12,57,0.75,16,83,0,0
Rafa Garcia,"5' 7""","70""",Orthodox,05-Aug-94,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,4.19,42,4.21,61,3.61,44,79,0.3,0
Zak Cummings,"6' 0""","75""",Southpaw,02-Aug-84,http://ufcstats.com/fighter-details/4ba8d454f762005d,2.96,35,2.91,55,0.62,28,66,0.6,0
Ed Herman,"6' 1""","77""",Orthodox,02-Oct-80,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,3.31,48,3.71,42,1.96,47,59,1,0
Lando Vannata,"5' 9""","71""",Orthodox,14-Mar-92,http://ufcstats.com/fighter-details/f9b200db02b488d9,4.52,45,4.76,55,1.09,37,69,0.3,0
Aaron Phillips,"5' 9""","71""",Southpaw,05-Aug-89,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,1.51,53,3.66,43,0.86,50,44,0.6,0
Jorge Masvidal,"5' 11""","74""",Orthodox,12-Nov-84,http://ufcstats.com/fighter-details/47b9e0e7703a4868,4.05,47,3.05,64,1.38,59,72,0.3,0
Santiago Ponzinibbio,"6' 0""","73""",Orthodox,26-Sep-86,http://ufcstats.com/fighter-details/6d1bffff14897645,4.9,41,4.67,61,0.48,30,60,0,0
Cynthia Calvillo,"5' 4""","64""",Orthodox,13-Jul-87,http://ufcstats.com/fighter-details/98215d037be5bcb7,4.41,38,4.12,64,1.8,44,77,0.8,0
Shayilan Nuerdanbieke,"5' 8""","69""",Orthodox,04-May-94,http://ufcstats.com/fighter-details/0a73acff6325c1e2,2.28,45,2.94,50,2.9,33,40,0,0
Steven Peterson,"5' 10""","70""",Orthodox,29-May-90,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,4.76,40,5.94,53,1.42,26,64,0.7,0
Gunnar Nelson,"5' 11""","72""",Switch,28-Jul-88,http://ufcstats.com/fighter-details/fd55393021a8c255,1.84,61,3,49,1.9,59,66,1,0
Makwan Amirkhani,"5' 10""","72""",Southpaw,08-Nov-88,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,1.33,44,2.98,46,3.96,43,35,1.1,0
Omar Morales,"5' 11""","73""",Orthodox,17-Oct-85,http://ufcstats.com/fighter-details/a0e6753c42698f13,3.42,40,3.18,58,0.46,100,63,0,0
Dusko Todorovic,"6' 1""","74""",Orthodox,19-May-94,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,5.54,57,4.55,46,0.96,12,45,0,0
Nikita Krylov,"6' 3""","77""",Orthodox,07-Mar-92,http://ufcstats.com/fighter-details/1091d4d957141094,4.38,55,2.47,44,2.29,38,53,1.4,0
Guido Cannetti,"5' 6""","68""",Southpaw,19-Dec-79,http://ufcstats.com/fighter-details/d05412b513b19621,3.44,55,2.84,51,2.27,55,64,0.4,0
Raphael Assuncao,"5' 5""","66""",Orthodox,19-Jul-82,http://ufcstats.com/fighter-details/2f13e4020cea5b38,3.22,42,2.5,66,1.65,39,78,0.2,0
Tony Gravely,"5' 5""","69""",Orthodox,28-Sep-91,http://ufcstats.com/fighter-details/601964f9654f911a,3.82,48,4.47,44,5.4,41,52,0.3,0
Bruno Silva,"5' 4""","65""",Orthodox,16-Mar-90,http://ufcstats.com/fighter-details/294aa73dbf37d281,3.05,46,3.09,59,2.57,30,64,0.3,0
Jon Jones,"6' 4""","84""",Orthodox,19-Jul-87,http://ufcstats.com/fighter-details/07f72a2a7591b409,4.29,57,2.22,64,1.93,45,95,0.5,0
Trevin Jones,"5' 7""","70""",Southpaw,04-Aug-90,http://ufcstats.com/fighter-details/ec23c1be628d8057,2.13,37,4.29,39,0.62,15,60,0.2,0
Derek Brunson,"6' 1""","77""",Southpaw,04-Jan-84,http://ufcstats.com/fighter-details/b1a3e0aca758b322,3.51,47,3.05,51,3.14,33,85,0.6,0
Mana Martinez,"5' 10""","70""",Orthodox,25-Mar-96,http://ufcstats.com/fighter-details/c0386644627a7ee5,4.33,48,4.94,50,0.72,42,25,0.5,0
Jessica Penne,"5' 5""","67""",Orthodox,30-Jan-83,http://ufcstats.com/fighter-details/c742287ed86a09bc,2.52,31,4.75,46,1.32,21,36,0.6,0
Augusto Sakai,"6' 3""","77""",Orthodox,09-May-91,http://ufcstats.com/fighter-details/441eacbe20e0e80b,4.6,49,3.83,48,0.23,40,56,0,0
Erick Gonzalez,"5' 11""","75""",Orthodox,20-Jan-92,http://ufcstats.com/fighter-details/a2ccf35a88346a91,2.4,36,8.08,40,6,55,50,0,0
Nurullo Aliev,"5' 10""","72""",Orthodox,08-Dec-00,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,2.5,51,0.46,59,3.06,44,0,0,0
Rafael Alves,"5' 8""","68""",Orthodox,14-Nov-90,http://ufcstats.com/fighter-details/029afd138865d20a,1.85,48,3.3,58,0.29,25,44,1.5,0
Jordan Wright,"6' 2""","77""",Orthodox,07-Oct-91,http://ufcstats.com/fighter-details/c878270af633eb11,4.1,56,6.03,31,2.09,45,100,0.4,0
William Knight,"5' 10""","73""",Orthodox,03-Apr-88,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,2.62,56,3.3,35,1.78,40,48,0.4,0
Lina Lansberg,"5' 7""","65""",Orthodox,13-Mar-82,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,2.69,55,3.87,44,0.52,27,47,0.1,0
Khusein Askhabov,"5' 8""","69""",Orthodox,13-Feb-95,http://ufcstats.com/fighter-details/5c10da56d712ac9c,2,26,4.13,56,0,0,66,0,0
Clayton Carpenter,"5' 6""","66""",Orthodox,09-Jun-96,http://ufcstats.com/fighter-details/b62d5280966b2460,4.5,51,2.85,60,2.47,50,0,2.5,0
Juancamilo Ronderos,"5' 3""","64""",Southpaw,17-Feb-95,http://ufcstats.com/fighter-details/4a043165cf47cab2,2.18,30,2.18,63,2.72,33,0,0,0
Don Shainis,"5' 6""","67""",Orthodox,16-Sep-90,http://ufcstats.com/fighter-details/da4628f173337902,3.42,50,5.87,31,0.97,25,20,1.9,0
Zubaira Tukhugov,"5' 8""","68""",Orthodox,15-Jan-91,http://ufcstats.com/fighter-details/aceffa19749c4dc0,3.17,39,3.07,63,2.13,39,100,0,0
Dooho Choi,"5' 10""","70""",Orthodox,10-Apr-91,http://ufcstats.com/fighter-details/e93b04e308913c2e,4.74,53,4.91,54,0.29,20,50,0,0
Yizha,"5' 7""","71""",Orthodox,08-Jan-97,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,2.82,44,2.2,54,4.55,32,59,1.4,0
SeungGuk Choi,"5' 6""","64""",Orthodox,26-Dec-96,http://ufcstats.com/fighter-details/adccbc19b22e19af,2.69,42,2.69,65,1.02,27,74,0,0
Glover Teixeira,"6' 2""","76""",Orthodox,28-Oct-79,http://ufcstats.com/fighter-details/7ff97850e8c32bda,3.73,49,4.43,51,2.11,33,60,0.9,0
Lauren Murphy,"5' 5""","67""",Orthodox,27-Jul-83,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,4.05,39,5.25,55,1.03,25,69,0.1,0
Mauricio Rua,"6' 1""","76""",Orthodox,25-Nov-81,http://ufcstats.com/fighter-details/140745cbbcb023ac,3.57,50,2.79,54,2.01,48,49,0.7,0
Mounir Lazzez,"6' 1""","76""",Orthodox,16-Nov-87,http://ufcstats.com/fighter-details/49ee5024966efc0d,7.49,55,5.42,53,1.8,57,71,0,0
Shamil Abdurakhimov,"6' 3""","76""",Orthodox,02-Sep-81,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,2.41,44,3.02,55,1.01,23,45,0.1,0
Saimon Oliveira,"5' 4""","72""",Orthodox,21-Apr-91,http://ufcstats.com/fighter-details/72ea1984c52019b5,2.82,41,3.91,48,1.21,25,35,1.6,0
Allan Nascimento,"5' 8""","69""",Orthodox,11-Sep-91,http://ufcstats.com/fighter-details/253076a23d03dcd0,3.21,61,2.28,50,1.55,26,16,0.9,0
Cheyanne Vlismas,"5' 3""","63""",Switch,25-Jun-95,http://ufcstats.com/fighter-details/4959f10a62f3fec3,4.93,50,2.57,64,0.25,33,66,0.2,0
Saidyokub Kakhramonov,"5' 8""","69""",Orthodox,14-Nov-95,http://ufcstats.com/fighter-details/50a28b9f8314e008,2.05,51,0.88,58,6.63,48,83,1.9,0
Sergey Morozov,"5' 6""","67""",Orthodox,14-Jun-89,http://ufcstats.com/fighter-details/2f6a993c7f547c13,3.01,43,2.97,61,3.63,31,68,0,0
Darren Till,"6' 0""","74""",Southpaw,24-Dec-92,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,2.3,46,3.31,56,0.55,46,69,0,0
Jay Perrin,"5' 7""","67""",Switch,15-Jun-93,http://ufcstats.com/fighter-details/01fed6f61ebea01f,3.71,46,3.9,44,2.83,52,58,0,0
Dalcha Lungiambula,"5' 8""","76""",Orthodox,31-Jul-87,http://ufcstats.com/fighter-details/ce632027bf2a871b,3.07,45,3.93,52,2.14,45,77,0,0
Steven Koslow,"5' 7""","69""",Switch,22-Jan-97,http://ufcstats.com/fighter-details/84512339473dd300,0.77,37,3.73,40,5.28,55,0,1.1,0
Kyle Daukaus,"6' 3""","76""",Southpaw,27-Feb-93,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,3.22,52,2.94,42,2.12,25,82,1.9,0
Scott Holtzman,"5' 9""","69""",Orthodox,30-Sep-83,http://ufcstats.com/fighter-details/df1eb4354d18a906,4.32,47,3.66,55,1.88,56,67,0.2,0
Marcelo Rojo,"5' 8""","71""",Orthodox,02-Jul-88,http://ufcstats.com/fighter-details/2804ce8dadab5770,4.92,39,6.42,55,0.46,50,66,0,0
Vince Morales,"5' 9""","70""",Orthodox,12-Nov-90,http://ufcstats.com/fighter-details/37098a6e6c27fb66,4.17,37,4.24,53,0.14,25,64,0,0
Kevin Natividad,"5' 6""","70""",Orthodox,02-Apr-93,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,2.68,34,4.29,47,3.66,50,83,0,0
Carla Esparza,"5' 1""","63""",Orthodox,10-Oct-87,http://ufcstats.com/fighter-details/d910665038efc639,2.16,40,2.69,55,3.22,35,47,0.3,0
Michael Chandler,"5' 8""","71""",Orthodox,24-Apr-86,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,4.89,46,4.58,46,2.17,38,71,0.9,0
Frankie Edgar,"5' 6""","68""",Orthodox,16-Oct-81,http://ufcstats.com/fighter-details/f2688492b9a525a3,3.77,40,2.82,65,2.29,31,65,0.3,0
Brad Riddell,"5' 7""","71""",Orthodox,30-Sep-91,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,4.71,53,3.53,53,1.77,36,63,0,0
Silvana Gomez Juarez,"5' 3""","65""",Orthodox,06-Dec-84,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,4.26,32,4.04,61,0,0,30,0,0
Michael Trizano,"5' 11""","71""",Orthodox,31-Dec-91,http://ufcstats.com/fighter-details/5bf31a46becc1204,3.63,53,4.4,50,0.36,66,72,0.5,0
Nicolae Negumereanu,"6' 0""","78""",Orthodox,04-Sep-94,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,3.58,41,5.56,39,1.02,28,62,0,0
Darrick Minner,"5' 7""","69""",Orthodox,28-Apr-90,http://ufcstats.com/fighter-details/34e516ab361afb1c,2.63,65,2.28,35,2.4,72,66,2.7,0
Shanna Young,"5' 7""","65""",Orthodox,20-Feb-91,http://ufcstats.com/fighter-details/568bbad0eaced57c,3.18,47,4.88,43,0,0,53,0.6,0
Benito Lopez,"5' 10""","73""",Switch,06-Apr-94,http://ufcstats.com/fighter-details/773f7feacf96153e,4.39,45,5.18,56,0,0,73,0.3,0
Liudvik Sholinian,"5' 10""","71""",Orthodox,20-Jan-90,http://ufcstats.com/fighter-details/1a54231796e24a3f,2.5,30,5.67,55,0,0,66,0,0
Carlos Candelario,"5' 8""","68""",Southpaw,04-Jun-91,http://ufcstats.com/fighter-details/760a55d5b6098cbe,3.97,46,5.17,44,2.28,36,53,0.3,0
Ramona Pascual,"5' 7""","66""",Southpaw,23-Sep-88,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906,3.87,57,8.43,46,1.81,19,100,0,0
Jared Vanderaa,"6' 4""","80""",Orthodox,12-May-92,http://ufcstats.com/fighter-details/2b68d9f125d07b42,4.96,44,5.67,45,0.18,50,20,0,0
Tresean Gore,"6' 0""","75""",Switch,21-Jun-94,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,3.04,53,6.13,47,3.04,71,81,1.2,0
Carlos Mota,"5' 4""","69""",Orthodox,15-Apr-95,http://ufcstats.com/fighter-details/b15862fcd6ded451,0.8,41,1.13,54,0,0,50,1,0
Joshua Weems,"5' 8""","69""",Orthodox,05-May-94,http://ufcstats.com/fighter-details/69888118d968ba52,5.25,64,3.34,61,4.77,40,100,0,0
TJ Dillashaw,"5' 6""","67""",Orthodox,07-Feb-86,http://ufcstats.com/fighter-details/c849740a3ff51931,5.09,41,3.47,62,1.56,30,77,0.8,0
Gadzhi Omargadzhiev,"6' 1""","71""",Switch,24-Feb-93,http://ufcstats.com/fighter-details/684d3aee255a3d09,1.8,39,2.2,39,1.35,30,60,0.5,0
Misha Cirkunov,"6' 3""","77""",Orthodox,27-Feb-87,http://ufcstats.com/fighter-details/67f272324a030d00,3.86,51,3.06,57,4.15,39,76,1.7,0
Brandon Davis,"5' 10""","72""",Orthodox,08-May-90,http://ufcstats.com/fighter-details/cc351e408bbb7d43,4.68,35,4.62,58,0.74,42,57,0.1,0
Nick Maximov,"6' 0""","76""",Southpaw,23-Dec-97,http://ufcstats.com/fighter-details/12585614e0ed2626,1.93,45,2.64,46,4.16,45,35,0.2,0
Mike Jackson,"6' 2""","74""",Orthodox,22-Mar-85,http://ufcstats.com/fighter-details/0641c21bec209472,4.49,57,3.73,62,0.71,33,88,0,0
Francisco Trinaldo,"5' 9""","70""",Southpaw,24-Aug-78,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,3.13,45,2.67,60,0.98,42,60,0.5,0
Aleksei Oleinik,"6' 2""","80""",Orthodox,20-Jun-77,http://ufcstats.com/fighter-details/98c23cb6da5b3352,3.29,48,3.8,44,1.82,46,37,1.9,0
Jesse Ronson,"5' 10""","70""",Southpaw,24-Dec-85,http://ufcstats.com/fighter-details/5580771f383e141f,3.54,47,3.39,57,0.46,28,57,0.5,0
Krzysztof Jotko,"6' 1""","77""",Southpaw,19-Aug-89,http://ufcstats.com/fighter-details/4e06913c91da5200,2.98,42,2.23,57,1.33,39,82,0.1,0
Randy Costa,"5' 9""","73""",Switch,06-Jul-94,http://ufcstats.com/fighter-details/325ad0dd9126d3df,6.53,46,7.58,58,0,0,50,0,0
Alen Amedovski,"5' 10""","74""",Orthodox,06-Apr-88,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,0.99,30,3.85,46,0,0,0,0,0
Louis Cosce,"5' 9""","71""",Orthodox,27-Aug-95,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2,4.31,45,5.35,47,1.04,20,50,0.5,0
Mariya Agapova,"5' 6""","68""",Southpaw,07-Apr-97,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,4.67,55,3.82,52,0.59,66,47,0.9,0
Cameron VanCamp,"6' 2""","74""",Switch,27-Apr-93,http://ufcstats.com/fighter-details/87e2468b986ebb79,5.31,47,6.41,40,0,0,0,0,0
Nate Diaz,"6' 0""","76""",Southpaw,16-Apr-85,http://ufcstats.com/fighter-details/8355922d564b152c,4.57,45,3.77,52,1.05,30,41,1.3,0
Li Jingliang,"6' 0""","71""",Orthodox,20-Mar-88,http://ufcstats.com/fighter-details/e64b96c07d7ce999,4.46,42,3.84,57,1.25,41,60,0,0
Chris Barnett,"5' 9""","75""",Orthodox,14-Jun-86,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,4.41,48,5.87,40,0,0,33,0,0
Danyelle Wolf,"5' 11""","70""",Orthodox,08-Sep-83,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30,2.37,25,4.57,47,0,0,77,0.5,0
Melissa Martinez,"5' 2""","66""",Southpaw,18-Aug-97,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,3,57,2.53,45,1,50,0,0,0
Darian Weeks,"5' 11""","72""",Orthodox,23-Nov-93,http://ufcstats.com/fighter-details/326a001926ffb7ec,4.49,51,4.56,51,2,30,100,0,0
Alessio Di Chirico,"6' 0""","74""",Orthodox,12-Dec-89,http://ufcstats.com/fighter-details/77d7295d1b22c694,3.32,39,3.44,61,1.46,39,83,0,0
Khalid Taha,"5' 5""","69""",Orthodox,15-Feb-92,http://ufcstats.com/fighter-details/b4537562f88ac582,2.64,32,4.12,46,0,0,61,0.2,0
Luke Rockhold,"6' 3""","77""",Southpaw,17-Oct-84,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,4.1,49,2.68,53,0.7,29,65,1,0
Wu Yanan,"5' 8""","66""",Orthodox,18-Apr-96,http://ufcstats.com/fighter-details/fdbefee0827e1567,4.23,41,4.95,49,0.62,30,63,0.2,0
Harry Hunsucker,"6' 2""","75""",Orthodox,03-Jan-89,http://ufcstats.com/fighter-details/f703250471acaf96,3.54,52,6.53,42,0,0,0,2,0
Leonardo Santos,"6' 0""","75""",Orthodox,05-Feb-80,http://ufcstats.com/fighter-details/9c65736747ca92ec,2.82,46,3.4,54,0.88,25,86,0.2,0
Luis Saldana,"5' 11""","73""",Orthodox,27-Jan-91,http://ufcstats.com/fighter-details/12e0fdc606f7e274,5.16,50,3.65,60,0.64,17,44,0.2,0
Francisco Figueiredo,"5' 6""","68""",Southpaw,23-Oct-89,http://ufcstats.com/fighter-details/cdadae5363b66eef,2.04,61,2.59,61,2.51,75,76,0.4,0
Dominick Cruz,"5' 8""","68""",Orthodox,09-Mar-85,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,3.91,33,2.61,70,2.82,42,83,0.1,0
Nina Nunes,"5' 5""","64""",Orthodox,03-Dec-85,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,4.39,45,3.47,55,0.24,33,73,0.5,0
Charlie Ontiveros,"6' 2""","74""",Switch,04-Jul-91,http://ufcstats.com/fighter-details/318572f6f74b760d,1.89,41,5.86,31,0,0,30,0,0
Jason Witt,"5' 10""","70""",Orthodox,07-Nov-86,http://ufcstats.com/fighter-details/5f3805dda9661cba,2.15,44,2.54,52,6.9,48,100,0.9,0
Thiago Santos,"6' 2""","76""",Orthodox,07-Jan-84,http://ufcstats.com/fighter-details/dea070ed4a2a8281,3.72,48,2.57,53,0.88,33,65,0.1,0
Sam Alvey,"6' 2""","75""",Southpaw,06-May-86,http://ufcstats.com/fighter-details/d156513a19acf856,3.28,44,3.63,52,0.06,14,82,0.1,0
Miranda Granger,"5' 7""","68""",Orthodox,13-Apr-92,http://ufcstats.com/fighter-details/7559395ad833c074,2.79,47,2.57,57,0,0,33,0,0
Julianna Pena,"5' 6""","69""",Orthodox,19-Aug-89,http://ufcstats.com/fighter-details/3253b16d38ae087d,3.16,47,2.3,50,1.94,55,23,0.8,0
Hamdy Abdelwahab,"6' 2""","72""",Southpaw,22-Jan-93,http://ufcstats.com/fighter-details/3329d692aea4dc28,3.87,52,3.13,59,3,75,0,0,0
Alexander Gustafsson,"6' 5""","79""",Orthodox,15-Jan-87,http://ufcstats.com/fighter-details/3c6976f8182d9527,4.03,40,3.53,51,1.53,39,83,0.4,0
Mason Jones,"5' 10""","74""",Orthodox,26-Apr-95,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,5.61,44,4.94,46,3.16,45,80,0,0
Damir Hadzovic,"5' 9""","70""",Orthodox,08-Aug-86,http://ufcstats.com/fighter-details/38c626ca912c7bac,3.36,48,3.26,62,0.78,55,34,0.2,0
Charles Rosa,"5' 9""","69""",Switch,24-Aug-86,http://ufcstats.com/fighter-details/40093d1d2d78394e,3.08,36,3.86,47,1.67,35,38,1,0
Claudio Silva,"5' 11""","71""",Southpaw,06-Sep-82,http://ufcstats.com/fighter-details/6f7c616b98e18c29,2.48,42,3,46,2.85,26,44,1.1,0
Shane Burgos,"5' 11""","75""",Orthodox,19-Mar-91,http://ufcstats.com/fighter-details/98d961097baaf308,7.4,52,6.78,56,0.43,44,91,0.4,0
Dwight Grant,"6' 1""","76""",Switch,14-Sep-84,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,3.29,36,2.66,60,0.61,100,66,0,0
Antonina Shevchenko,"5' 8""","67""",Southpaw,20-Nov-84,http://ufcstats.com/fighter-details/d7338bcb141abd2c,3.86,55,2.93,52,0.43,42,53,0.4,0
Cortney Casey,"5' 7""","67""",Orthodox,05-May-87,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,4.29,39,4,55,0.39,31,39,0.5,0
Karl Roberson,"6' 1""","74""",Southpaw,04-Oct-90,http://ufcstats.com/fighter-details/37d5b176d438d2a5,2.57,51,2.42,57,0.72,40,42,0.5,0
Donald Cerrone,"6' 1""","73""",Orthodox,29-Mar-83,http://ufcstats.com/fighter-details/1d00756835ca67c9,4.41,46,4.48,53,1.16,33,73,1.2,0
Uriah Hall,"6' 0""","79""",Orthodox,31-Jul-84,http://ufcstats.com/fighter-details/65578a75fa7900e3,3.23,48,3.85,54,0.54,38,64,0.1,0
Jessica Eye,"5' 6""","66""",Orthodox,27-Jul-86,http://ufcstats.com/fighter-details/f72465a784c1b084,3.86,37,4.19,55,0.58,40,57,0.5,0
Alan Baudot,"6' 3""","79""",Orthodox,01-Feb-88,http://ufcstats.com/fighter-details/c9a94278df042f46,5.36,58,4.82,46,0,0,62,0,0
Raulian Paiva,"5' 8""","69""",Orthodox,17-Oct-95,http://ufcstats.com/fighter-details/82b4e942781b1046,4.14,42,5.01,48,0.65,23,77,0.2,0
Tony Kelley,"5' 9""","70""",Switch,21-Jan-87,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,5.55,47,4.85,45,0,0,52,1.4,0
Danny Chavez,"5' 8""","67""",Orthodox,14-Mar-87,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,2.86,38,3.83,50,1.95,60,87,0,0
Gloria de Paula,"5' 5""","67""",Orthodox,10-Jun-95,http://ufcstats.com/fighter-details/5dd180c8b3196786,4.89,53,3.77,66,0.74,37,65,0.5,0
Eddie Wineland,"5' 7""","69""",Orthodox,26-Jun-84,http://ufcstats.com/fighter-details/fc9a9559a05f2704,3.4,29,3.76,68,0.34,33,86,0.1,0
Deron Winn,"5' 6""","70""",Orthodox,13-Jun-89,http://ufcstats.com/fighter-details/483a953b18d73bb3,4.55,44,6.21,46,4.28,52,40,0,0
Joanna Jedrzejczyk,"5' 6""","65""",Orthodox,18-Aug-87,http://ufcstats.com/fighter-details/3d6749c4267da18f,6.28,48,3.25,62,0.27,62,80,0.1,0
Ramazan Emeev,"5' 10""","76""",Southpaw,23-May-87,http://ufcstats.com/fighter-details/abd5fb12437eda21,2.53,45,2.14,65,2.37,29,66,0.7,0
Poliana Botelho,"5' 8""","67""",Orthodox,15-Dec-88,http://ufcstats.com/fighter-details/5c126c6aac3ef364,2.9,58,2.8,54,0.85,57,76,0,0
Zarrukh Adashev,"5' 5""","65""",Southpaw,29-Jul-92,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,3.65,40,3.04,64,0,0,100,0.5,0
Askar Mozharov,"6' 3""","74""",Orthodox,26-Oct-94,http://ufcstats.com/fighter-details/e92901944ce91909,0.43,18,4.07,13,0,0,33,0,0
Felice Herrig,"5' 4""","65""",Orthodox,18-Sep-84,http://ufcstats.com/fighter-details/b6850671a008bf9a,3.84,37,5.19,48,1.08,28,75,0.8,0
Alex Da Silva,"5' 8""","73""",Orthodox,04-Feb-96,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,2.14,46,2.52,56,1.97,43,76,0.3,0
Niklas Stolze,"6' 1""","74""",Switch,28-Dec-92,http://ufcstats.com/fighter-details/62f7097c04311193,2.12,48,2.25,49,0.66,100,55,0.7,0
Jeff Molina,"5' 6""","69""",Orthodox,17-Jul-97,http://ufcstats.com/fighter-details/008ea710276c9606,7.25,48,5.04,55,0,0,66,0,0
Andreas Michailidis,"6' 0""","76""",Orthodox,18-Jul-88,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,2.9,51,3.57,44,1.12,27,50,0,0
Felipe Colares,"5' 8""","69""",Orthodox,31-Mar-94,http://ufcstats.com/fighter-details/dbac0a413af64bbe,2.17,45,4.65,36,1.88,24,43,0.5,0
Louis Smolka,"5' 9""","68""",Orthodox,16-Jul-91,http://ufcstats.com/fighter-details/d2bc285ead803db0,4.67,47,4.11,53,1.69,35,32,1.8,0
Frank Camacho,"5' 10""","73""",Orthodox,18-May-89,http://ufcstats.com/fighter-details/764342d39cdaa54a,6.56,46,7.44,51,1.11,31,73,0,0
Alan Patrick,"5' 11""","74""",Southpaw,19-Jul-83,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,1.82,40,2.95,43,3.01,33,43,0.3,0
Tristan Connelly,"5' 10""","68""",Orthodox,12-Dec-85,http://ufcstats.com/fighter-details/2ebfbe72ed703925,3.31,51,2.96,50,0.33,14,60,0.3,0
Gina Mazany,"5' 6""","68""",Southpaw,19-Aug-88,http://ufcstats.com/fighter-details/016a8d958883167c,3.73,50,3.52,50,4.34,52,33,0.2,0
Sergey Khandozhko,"6' 1""","74""",Orthodox,19-May-92,http://ufcstats.com/fighter-details/90da09db03e41748,3.41,41,2.37,60,0.76,28,61,0,0
Ike Villanueva,"6' 1""","73""",Orthodox,04-Apr-84,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,3.66,38,7.24,36,0.6,50,100,0,0
Cameron Else,"5' 9""","71""",Switch,27-Apr-87,http://ufcstats.com/fighter-details/5f3da9a9610d8969,1.99,40,8.09,51,0,0,0,0,0
